IRIS;DISP_TP6020;DISP_Q120;DISP_MED20;DISP_Q320;DISP_EQ20;DISP_D120;DISP_D220;DISP_D320;DISP_D420;DISP_D620;DISP_D720;DISP_D820;DISP_D920;DISP_RD20;DISP_S80S2020;DISP_GI20;DISP_PACT20;DISP_PTSA20;DISP_PCHO20;DISP_PBEN20;DISP_PPEN20;DISP_PPAT20;DISP_PPSOC20;DISP_PPFAM20;DISP_PPMINI20;DISP_PPLOGT20;DISP_PIMPOT20;DISP_NOTE20
441430401;s;12530;16680;22190;0,58;9680;11770;13190;14790;18680;20940;23560;28070;2,9;3,4;0,240;64,8;58,8;5,0;1,0;25,6;3,2;16,4;4,6;7,9;3,9;-10,0;0
441430402;s;20000;24960;30780;0,43;15500;18810;20910;22890;27010;29210;32160;37560;2,4;2,7;0,198;72,4;65,5;3,1;3,8;33,2;5,3;3,7;1,7;1,5;0,5;-14,6;0
441430501;11,4;17300;22780;28420;0,49;12770;15820;18320;20590;24760;27040;29720;34380;2,7;3,0;0,211;78,5;72,1;3,8;2,6;23,2;4,9;7,3;2,5;3,3;1,5;-13,9;0
441430502;5,3;20050;25320;31140;0,44;15500;19020;21110;22900;27230;29690;32780;38250;2,5;2,8;0,198;78,7;72,5;2,8;3,4;27,7;4,8;3,9;1,7;1,6;0,6;-15,1;0
441430601;15,4;16600;22160;28320;0,53;12120;15020;18010;20450;24490;26730;30010;35490;2,9;3,3;0,227;76,5;69,9;4,1;2,5;25,4;4,6;7,5;2,6;3,2;1,7;-14,0;0
441430602;s;18810;23800;29220;0,44;13930;17210;20020;21870;25850;28090;30890;37530;2,7;3,1;0,222;74,9;68,8;3,1;3,0;29,0;5,8;5,2;1,6;2,5;1,1;-14,9;0
441430701;8,9;18370;23590;29110;0,46;13730;17230;19410;21540;25680;27770;30850;36170;2,6;2,9;0,206;84,0;78,2;3,5;2,3;19,1;4,5;6,9;2,4;3,2;1,3;-14,5;0
441430702;9,5;18900;24560;30900;0,49;13650;17570;20040;22270;26800;29350;32780;38540;2,8;3,4;0,233;76,3;69,8;3,4;3,1;26,2;7,3;5,6;2,1;2,6;0,9;-15,4;0
441540101;s;19450;24880;31210;0,47;14710;18320;20380;22600;27320;29540;33030;39010;2,7;3,1;0,228;57,5;49,4;2,7;5,4;46,3;8,7;3,2;1,1;1,5;0,6;-15,7;0
441540102;s;17800;22560;28420;0,47;13920;16550;18840;20600;24820;27140;29990;34930;2,5;3,2;0,230;43,9;39,7;2,5;1,7;55,5;10,8;3,6;0,9;1,8;0,9;-13,8;0
441540103;5,7;20280;25840;32540;0,47;15430;19010;21570;23830;28190;30900;34650;41130;2,7;3,6;0,255;64,0;57,0;2,7;4,3;37,3;13,2;2,9;1,3;1,1;0,5;-17,4;0
441540104;s;19830;24510;29970;0,41;15820;18860;21100;22770;26440;28640;31620;36700;2,3;2,7;0,196;73,5;67,7;3,0;2,8;30,1;7,6;3,8;1,8;1,4;0,6;-15,0;0
441580101;s;20340;26170;33410;0,50;15730;19050;21640;23930;28880;31790;35710;42900;2,7;3,5;0,253;79,7;73,4;2,5;3,8;23,5;11,2;3,5;1,7;1,2;0,6;-17,9;1
441580102;s;20030;24940;31600;0,46;16350;19070;21370;23010;27420;29910;33340;39420;2,4;2,8;0,208;79,9;73,5;2,7;3,7;24,5;8,0;3,6;2,2;0,9;0,5;-16,0;1
441620101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
441620102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
441620103;s;17790;22440;27930;0,45;14170;16580;18940;20750;24240;26650;29360;34210;2,4;2,7;0,195;58,4;54,1;2,6;1,7;44,6;6,2;4,4;1,6;2,0;0,8;-13,6;0
441620104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441620201;s;22000;28340;35350;0,47;15800;20360;23410;25830;30790;33840;37970;46170;2,9;3,6;0,251;73,3;65,0;2,7;5,6;30,9;12,0;3,3;1,3;1,3;0,7;-19,5;0
441620202;s;21030;26890;33620;0,47;16060;19590;22120;24550;29350;31790;35200;42450;2,6;3,2;0,227;70,3;65,5;2,2;2,6;34,7;9,6;3,1;1,3;1,4;0,4;-17,7;0
441620203;13,3;17120;22440;28190;0,49;12480;15490;18130;20430;24420;26980;29850;35330;2,8;3,3;0,227;76,5;70,6;3,4;2,5;25,4;6,1;6,5;2,0;3,0;1,5;-14,5;0
441620301;10,3;18020;24140;31400;0,55;13410;16590;18930;21750;26540;29490;33540;40300;3,0;3,7;0,256;85,4;76,5;2,8;6,1;20,1;5,9;6,0;1,9;2,7;1,4;-17,4;0
441620302;12,1;17070;22870;28480;0,50;12410;15810;18460;20480;25040;27270;30050;33890;2,7;3,2;0,220;68,3;63,1;3,6;1,6;33,2;5,1;6,9;2,4;3,1;1,4;-13,5;0
441620401;17,6;15450;22040;27900;0,56;11250;14360;16790;19510;24020;26490;29560;35970;3,2;3,5;0,249;62,7;58,6;2,5;1,6;36,6;5,4;8,9;3,2;3,9;1,8;-13,6;0
441620402;11,9;16860;21460;27180;0,48;12980;15550;17860;19740;23250;25830;28690;33220;2,6;3,1;0,218;77,7;71,0;3,8;2,9;23,2;4,5;7,8;2,4;3,8;1,6;-13,2;0
441620501;41,9;11210;14350;19170;0,56;8720;10420;11750;13060;16040;17860;20560;24290;2,8;3,1;0,226;60,4;53,7;5,8;0,9;19,7;1,7;26,0;6,2;13,4;6,4;-7,8;0
441620502;35,6;11800;16040;21450;0,60;9260;11090;12680;14180;17580;20250;22840;26170;2,8;3,1;0,228;61,4;55,4;4,8;1,2;25,7;3,5;18,5;5,3;9,0;4,2;-9,1;0
441620503;s;18320;23050;28520;0,44;13240;16590;19270;21260;24930;26980;30000;33850;2,6;2,9;0,203;71,9;66,6;3,4;1,9;32,7;4,1;5,3;1,7;2,5;1,1;-14,0;0
441620504;s;12440;17110;22290;0,58;9290;11330;13570;15210;18810;21060;24070;27700;3,0;3,3;0,233;65,8;59,6;5,1;1,1;25,3;2,9;16,2;4,7;8,2;3,3;-10,2;0
441620505;23,8;13640;18960;23220;0,51;9800;12400;14750;16870;20660;22250;24250;28390;2,9;3,3;0,221;65,0;59,5;4,4;1,1;33,1;3,3;9,5;3,2;4,3;2,0;-10,9;0
441620506;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441620601;11,2;17550;23440;29390;0,51;12810;16130;18750;20910;25530;27920;31020;35740;2,8;3,1;0,219;90,1;82,3;4,1;3,7;14,5;4,2;6,6;2,1;3,1;1,4;-15,4;0
441620602;s;19020;25380;31110;0,48;13510;17590;20480;22970;27520;29620;32950;39480;2,9;3,3;0,233;76,8;71,1;2,3;3,4;28,8;5,9;4,8;1,8;2,1;0,9;-16,3;0
441620603;15,7;16080;21620;27360;0,52;11430;14740;17420;19820;23610;26130;28530;32560;2,8;3,0;0,211;76,5;70,4;3,9;2,2;24,1;3,7;8,6;2,9;4,0;1,7;-12,9;0
441620604;s;19280;24850;30300;0,44;13890;17660;20600;22530;26840;29040;32180;37860;2,7;3,1;0,216;75,9;70,5;2,6;2,8;29,4;5,1;5,4;1,9;2,4;1,1;-15,8;0
441620701;9,1;17950;23270;28980;0,47;13600;16680;19190;21240;25510;27530;30800;35110;2,6;2,9;0,207;76,3;71,7;3,0;1,6;27,1;4,6;5,8;2,1;2,6;1,1;-13,8;0
441620702;11,1;17870;23130;28850;0,47;12940;16310;18960;21280;25020;27440;30780;36520;2,8;3,5;0,243;85,1;78,8;3,5;2,8;16,7;6,5;7,0;2,6;3,0;1,4;-15,3;0
441620801;8,8;19280;25570;33010;0,54;13910;17720;20450;23340;27850;31060;34390;39850;2,9;3,3;0,230;75,3;68,8;3,3;3,2;29,6;7,4;4,5;1,8;1,9;0,8;-16,8;0
441620802;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
441620803;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441620804;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441620805;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
441660101;s;17690;22580;27410;0,43;13470;16740;18950;20900;24450;26510;29190;34210;2,5;2,8;0,201;77,7;71,5;3,7;2,5;24,2;4,5;6,8;2,9;2,5;1,4;-13,2;1
441660102;s;19450;24260;29790;0,43;14870;18080;20500;22490;26210;28150;31140;35790;2,4;2,7;0,195;79,8;73,7;3,3;2,8;23,7;5,5;4,7;2,3;1,7;0,7;-13,7;1
441690101;s;19380;24140;30290;0,45;15420;18070;20400;22330;26610;28970;32070;38330;2,5;3,3;0,248;77,0;71,6;2,2;3,2;21,6;12,9;3,9;1,8;1,5;0,6;-15,4;1
441690102;s;20220;24410;30380;0,42;15610;19090;21200;22610;26440;28900;31540;37260;2,4;3,1;0,223;81,4;73,7;3,4;4,3;21,2;9,1;3,4;1,7;1,3;0,4;-15,1;1
441690103;s;20430;25070;31650;0,45;16340;19210;21380;23010;27270;30110;33550;39230;2,4;2,8;0,208;78,7;71,0;3,0;4,7;24,3;9,6;2,8;1,7;0,8;0,3;-15,4;1
441720101;s;22550;27630;33900;0,41;18460;21380;23450;25380;29980;32330;35900;41380;2,2;2,6;0,192;73,6;69,6;1,6;2,4;34,3;6,5;3,0;1,4;1,1;0,5;-17,4;0
441720102;s;21490;27200;33980;0,46;15320;19810;22650;24890;29610;32190;36710;43510;2,8;3,3;0,230;61,0;54,5;2,3;4,2;44,6;9,4;2,7;0,9;1,2;0,6;-17,7;0
441720103;s;22230;28390;35120;0,45;18250;20850;23540;26150;30700;33620;36880;43310;2,4;3,0;0,217;69,0;63,6;2,3;3,1;36,5;10,3;2,1;1,2;0,7;0,2;-17,9;0
441720104;s;17930;23770;30140;0,51;13240;16350;19070;21380;26250;28860;32390;37500;2,8;3,1;0,221;64,8;60,2;2,9;1,7;37,1;6,5;6,1;2,1;2,7;1,3;-14,5;0
441720105;7,5;18750;24190;30620;0,49;14730;17640;20020;22290;26360;28970;32690;39130;2,7;3,2;0,232;87,7;82,1;3,1;2,5;15,9;7,3;5,3;2,1;2,2;1,0;-16,2;0
441720106;s;18990;24740;29670;0,43;13700;17770;20150;22110;26470;28120;31010;35940;2,6;3,1;0,225;98,1;91,3;3,8;3,0;8,6;4,6;6,1;2,9;2,2;1,0;-17,4;0
441840101;16,8;15420;19730;24300;0,45;11830;14250;16390;18180;21380;23370;25630;29280;2,5;2,9;0,203;70,0;63,1;4,8;2,1;27,8;3,8;9,8;3,0;4,7;2,1;-11,4;0
441840102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441840103;13,7;16380;20630;26000;0,47;11780;15090;17330;19160;22480;24720;27260;31040;2,6;2,8;0,197;71,1;65,4;4,4;1,3;28,9;4,5;7,6;2,0;3,7;1,9;-12,1;0
441840104;18,5;14970;19900;24940;0,50;11040;13850;15990;18140;21540;23540;26670;31990;2,9;3,4;0,231;71,2;63,7;4,3;3,2;27,5;4,8;8,7;1,9;4,6;2,2;-12,2;0
441840105;16,1;15320;20070;25670;0,52;11290;14380;16400;18270;21830;23910;27010;31860;2,8;3,2;0,224;70,6;63,7;4,9;2,0;28,4;4,3;9,1;2,0;4,7;2,4;-12,4;0
441840106;14,6;15960;21170;27060;0,52;11830;14670;17060;19330;23320;26020;29060;35710;3,0;3,7;0,252;71,2;61,5;5,1;4,6;27,9;6,9;8,3;1,4;4,8;2,1;-14,3;0
441840107;14,3;15800;20880;26690;0,52;12100;14730;16990;18790;22870;25500;28710;35120;2,9;3,4;0,238;59,5;52,9;4,8;1,8;40,1;6,4;7,6;1,4;4,2;2,0;-13,6;0
441840108;s;19030;25480;33960;0,59;14420;17480;20240;22730;28370;31610;35830;43820;3,0;3,7;0,258;68,4;58,8;3,2;6,4;35,5;9,1;4,3;1,1;2,1;1,1;-17,3;0
441840109;17,1;15040;19920;25600;0,53;11470;14080;16280;18280;21710;23900;27210;31420;2,7;3,2;0,225;68,2;61,2;4,3;2,7;30,3;4,3;9,3;2,7;4,5;2,1;-12,1;0
441840110;16,3;15510;20220;26140;0,53;11530;14380;16340;18150;22060;24450;27770;32770;2,8;3,4;0,239;63,9;57,0;3,3;3,6;34,0;6,1;9,1;2,2;4,7;2,2;-13,1;0
441840111;12,7;16200;21620;27980;0,54;12670;15070;17410;19480;23710;26410;29770;34860;2,8;3,3;0,230;66,8;62,2;2,8;1,8;33,5;6,0;6,9;2,1;3,2;1,6;-13,2;0
441840112;24,4;13640;19020;25350;0,62;10260;12420;14620;16920;21110;23580;26730;30860;3,0;3,4;0,238;53,6;47,6;3,7;2,3;39,5;5,3;13,1;3,0;7,2;2,9;-11,5;0
441840113;11,4;17320;23070;29740;0,54;13010;16050;18640;20810;25010;27940;31860;38390;3,0;3,6;0,251;62,0;53,1;3,2;5,7;40,8;6,9;6,2;1,8;3,0;1,4;-15,9;0
441840114;9,5;18240;24720;31950;0,55;13600;16690;19790;22280;27250;30190;34480;41270;3,0;3,8;0,257;55,6;50,0;2,8;2,8;47,5;8,9;4,6;1,1;2,4;1,1;-16,6;0
441840115;s;11800;15500;20270;0,55;8760;11130;12510;13850;17250;19500;21720;25860;3,0;3,5;0,242;57,2;50,3;5,5;1,4;29,0;2,7;19,7;4,9;10,7;4,1;-8,6;0
441840116;s;14290;20440;27490;0,65;10450;12960;15560;18010;23040;25830;29140;34320;3,3;3,9;0,260;56,4;50,3;3,3;2,8;40,3;6,0;10,0;2,7;5,2;2,1;-12,7;0
441840117;8,8;18790;23520;28620;0,42;14120;17520;19610;21450;25370;27190;30320;34520;2,4;2,8;0,199;69,5;63,8;3,1;2,6;33,9;5,0;5,6;1,6;2,9;1,1;-14,0;0
441840119;43,3;11360;14170;19490;0,57;9410;10890;11970;13050;15880;18180;20810;24840;2,6;3,0;0,227;59,0;52,2;6,6;0,2;19,7;1,8;27,4;7,9;13,3;6,2;-7,9;0
441840120;15,5;15490;20090;25320;0,49;11810;14650;16320;18370;21690;23920;26750;30610;2,6;2,9;0,203;55,5;50,1;4,2;1,2;41,6;3,8;9,8;2,5;5,0;2,3;-10,7;0
441840121;s;17040;21590;26980;0,46;13160;16060;18190;20010;23480;25760;29520;35310;2,7;3,5;0,249;66,4;58,5;3,6;4,3;32,1;8,6;7,1;1,1;4,2;1,8;-14,2;0
441840122;37,6;11590;15010;19950;0,56;9020;10840;12250;13810;16750;18820;20940;24760;2,7;3,1;0,221;56,5;49,9;5,6;1,0;23,9;2,7;24,9;6,5;12,7;5,7;-8,0;0
441840123;14,8;15940;21450;26400;0,49;11630;14490;17350;19500;23440;25200;28050;31920;2,7;3,1;0,213;55,6;50,7;3,3;1,6;44,0;4,5;8,3;2,4;4,2;1,7;-12,4;0
441840124;24,0;13610;19310;24820;0,58;10100;12690;14860;17360;21450;23660;26070;30080;3,0;3,3;0,228;55,9;51,4;3,4;1,1;39,3;3,8;12,0;3,2;6,3;2,5;-11,0;0
441840125;16,8;15040;21650;28810;0,64;12040;14140;16450;18820;24150;27280;31110;37620;3,1;3,9;0,271;58,7;51,7;3,6;3,4;40,9;8,2;8,0;1,9;4,0;2,1;-15,8;0
441840126;16,6;15260;21090;27370;0,57;11440;14200;16320;18630;23120;25670;28950;33880;3,0;3,4;0,242;48,0;42,9;2,3;2,8;50,9;6,6;7,4;2,0;3,6;1,8;-12,9;0
441840129;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441840130;s;20680;27160;35080;0,53;15140;18740;22320;24760;29810;33020;37600;44480;2,9;3,7;0,253;70,7;61,4;2,8;6,5;34,0;10,0;3,9;1,4;1,7;0,8;-18,6;0
441840131;6,6;20280;26920;35330;0,56;15100;19040;21450;24350;30140;33160;37810;45460;3,0;3,9;0,274;70,5;62,9;3,1;4,5;32,7;12,7;3,3;1,2;1,4;0,7;-19,2;0
441840132;19,3;14780;20860;26870;0,58;10700;13590;15850;18410;23170;25620;28380;33190;3,1;3,6;0,243;66,6;61,5;3,8;1,3;31,7;4,3;10,5;2,9;5,3;2,3;-13,1;0
441840133;s;21080;25690;31960;0,42;16820;20130;22110;24140;28030;30290;33480;38040;2,3;2,7;0,197;67,1;60,0;3,0;4,1;37,5;8,6;2,6;1,5;0,7;0,4;-15,8;0
441840134;6,7;19590;25120;30790;0,45;15010;18370;20620;23040;27320;29340;32650;37470;2,5;3,0;0,214;72,1;67,1;2,4;2,6;32,6;7,3;4,3;1,6;2,0;0,7;-16,3;0
441880101;s;18820;23550;29190;0,44;15280;17840;19670;21890;25430;27760;31050;37360;2,4;2,9;0,216;80,5;71,5;3,2;5,8;20,7;8,5;4,7;2,3;1,6;0,8;-14,4;1
441880102;s;19170;23520;29090;0,42;15400;18230;20120;21830;25540;27790;31110;35700;2,3;2,7;0,194;86,3;77,5;3,7;5,1;17,1;6,1;4,4;2,7;1,2;0,5;-13,9;1
441880103;s;19480;23790;29030;0,40;15010;18280;20430;22240;25640;27810;30730;35790;2,4;2,8;0,206;78,3;72,2;2,4;3,7;24,4;6,9;4,7;2,3;1,6;0,8;-14,3;1
441900101;10,1;17710;23620;30880;0,56;13380;16390;18940;21400;26590;29280;33700;40240;3,0;3,7;0,253;71,9;64,4;3,2;4,3;30,7;7,5;5,6;1,4;2,9;1,3;-15,7;0
441900102;8,2;19660;25220;31930;0,49;14190;18210;20730;23300;27550;30300;34120;40330;2,8;3,3;0,227;72,9;64,6;3,2;5,1;32,2;7,7;4,0;1,3;1,8;0,9;-16,8;0
441900103;9,7;18290;23940;31960;0,57;13580;16740;19270;21560;26750;30100;33760;41890;3,1;3,8;0,265;74,0;67,4;3,2;3,4;28,7;9,2;5,2;1,5;2,5;1,2;-17,1;0
441900104;10,5;18000;24290;32390;0,59;13180;16640;19320;21510;26920;29960;34710;42370;3,2;4,2;0,285;67,9;61,2;3,4;3,3;33,8;10,7;5,5;1,5;2,6;1,4;-17,9;0
441900105;s;21460;27560;34830;0,49;16770;20260;22770;25330;30180;33340;37370;45550;2,7;3,4;0,244;77,6;70,1;2,7;4,8;27,7;10,2;2,9;1,2;1,2;0,5;-18,4;0
441900106;s;20380;26800;33960;0,51;14750;18860;21990;24430;29120;32310;35680;41070;2,8;3,4;0,237;77,9;70,9;2,8;4,2;27,5;8,0;3,9;1,6;1,6;0,7;-17,3;0
441900107;s;19900;25330;32440;0,50;15000;18490;20920;23200;27900;30970;34850;41750;2,8;3,3;0,229;80,2;73,4;2,9;3,9;26,1;5,9;4,5;1,4;2,2;0,9;-16,7;0
441900108;s;20120;25500;31790;0,46;15550;18970;21340;23210;27590;30510;33610;39730;2,6;3,0;0,216;69,9;63,9;2,8;3,2;35,3;7,4;3,4;1,3;1,4;0,7;-16,0;0
441900109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
441900110;9,1;18550;23900;29800;0,47;14100;17290;19670;21890;25770;28320;31320;36090;2,6;3,0;0,213;74,8;68,7;3,0;3,1;29,4;5,0;5,0;2,2;1,9;0,9;-14,2;0
441900111;7,6;18910;24150;29880;0,45;14620;17860;19890;21930;26170;28580;31190;36630;2,5;3,0;0,211;80,9;74,4;3,6;2,9;24,0;5,0;5,6;2,1;2,4;1,1;-15,5;0
441900112;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
441940101;s;20450;27120;35840;0,57;14810;18700;21640;24410;30240;33400;38400;45930;3,1;4,1;0,284;74,3;67,7;2,8;3,8;31,6;10,3;3,3;1,2;1,5;0,6;-19,5;1
441940102;s;23070;30720;40950;0,58;16450;21220;24510;27530;34140;38490;44250;54650;3,3;4,3;0,293;74,0;67,4;2,6;4,0;32,9;14,0;2,6;1,2;0,9;0,5;-23,5;1
441940103;s;22710;29690;38020;0,52;16430;20720;24240;26920;32500;35400;40480;49070;3,0;3,9;0,271;72,6;65,4;2,2;5,0;31,6;15,9;2,6;1,2;0,9;0,5;-22,7;1
441980101;5,5;20210;25050;30660;0,42;15710;18960;21180;22960;27080;29160;32440;38810;2,5;2,8;0,205;79,5;73,4;2,6;3,5;25,1;6,4;4,0;1,9;1,5;0,6;-15,0;1
441980102;8,1;19430;24870;30520;0,45;14180;18030;20560;22660;26950;29020;32230;37410;2,6;3,2;0,230;77,7;70,9;3,2;3,6;24,3;9,0;4,8;1,8;2,1;0,9;-15,8;1
442010101;s;23440;29450;38180;0,50;18790;22180;24890;26990;32060;35940;40670;49840;2,7;3,5;0,259;79,8;74,3;2,8;2,7;25,1;26,8;2,1;1,2;0,6;0,3;-33,8;1
442010102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
442010103;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
442040101;s;19330;25350;31610;0,48;14330;18010;20540;22750;27520;30250;33860;39530;2,8;3,3;0,230;81,3;76,3;2,9;2,1;23,8;5,8;5,1;1,7;2,3;1,1;-16,0;0
442040102;s;19960;25070;31310;0,45;16180;18940;21060;23000;27390;29810;33610;39570;2,4;2,9;0,214;82,0;76,4;2,8;2,8;21,6;7,8;4,5;2,4;1,4;0,7;-15,9;0
442040103;5,9;20910;26600;33060;0,46;15570;19380;22030;24450;28930;31590;35220;41120;2,6;3,2;0,227;81,8;75,3;2,9;3,6;23,3;8,1;4,0;2,1;1,2;0,7;-17,2;0
442090101;5,0;20980;26630;32630;0,44;15790;19620;22170;24350;29050;31170;34260;40240;2,5;2,9;0,209;88,2;83,3;2,6;2,3;17,6;6,4;4,4;2,2;1,5;0,7;-16,6;1
442090102;s;21140;26460;32640;0,43;16590;19840;22280;24320;28810;31560;34310;40090;2,4;2,8;0,202;86,6;80,4;3,3;2,9;19,7;6,9;3,4;2,2;0,9;0,3;-16,6;1
442090103;s;22390;28810;35640;0,46;17680;21100;23640;26310;31120;33880;37700;44830;2,5;3,1;0,226;86,7;80,3;3,2;3,2;19,1;10,3;2,7;1,6;0,7;0,4;-18,8;1
442100101;10,4;16390;20690;25550;0,44;13360;15400;17460;19090;22430;24420;26900;31080;2,3;2,7;0,192;71,0;66,2;3,7;1,1;28,8;3,5;8,1;2,5;4,0;1,6;-11,4;1
442100102;14,3;15820;20430;25180;0,46;12340;14930;16910;18450;22170;24080;26310;29560;2,4;2,7;0,190;72,3;66,5;4,8;1,0;25,3;3,3;10,2;3,5;4,7;2,0;-11,1;1
442100103;s;18350;22760;27540;0,40;14820;17470;19640;21020;24680;26350;28860;31830;2,1;2,5;0,178;70,9;66,1;2,7;2,1;31,9;5,3;4,7;2,1;2,0;0,6;-12,8;1
442100104;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
442120101;s;17550;22450;28080;0,47;13440;16490;18540;20490;24090;26620;29860;35690;2,7;3,1;0,223;68,6;61,6;2,7;4,3;28,8;9,7;6,7;2,2;3,1;1,4;-13,8;1
442120102;s;19330;23560;28520;0,39;15800;18210;20100;22010;25480;27290;30170;34500;2,2;2,6;0,193;85,4;78,5;2,7;4,2;16,5;7,5;4,4;2,5;1,4;0,5;-13,8;1
442120103;s;19510;23420;29150;0,41;15930;18380;20380;21800;25360;27840;30880;36080;2,3;2,8;0,204;83,4;76,6;3,3;3,5;18,7;7,5;4,6;2,7;1,4;0,5;-14,2;1
442150101;7,9;19440;25880;34830;0,59;14200;17820;20690;22930;29050;32280;38530;47160;3,3;4,1;0,282;71,8;64,2;2,8;4,8;31,1;11,1;4,4;1,5;1,9;1,0;-18,4;0
442150102;s;21260;27530;34840;0,49;17310;20260;22440;25020;30130;32960;37730;45870;2,6;3,8;0,274;74,7;66,2;3,2;5,3;31,0;12,7;2,3;1,2;0,8;0,3;-20,7;0
442150103;s;19740;25260;31660;0,47;14830;18420;20800;22930;27430;30120;33540;38930;2,6;3,0;0,215;77,2;70,6;2,7;3,9;28,0;6,2;4,7;1,7;2,0;1,0;-16,1;0
442150104;s;16530;20700;25700;0,44;13110;15200;17690;18990;22520;24420;26700;31250;2,4;2,9;0,205;84,3;78,1;4,1;2,1;14,9;3,7;9,6;2,1;5,2;2,3;-12,5;0
442150105;s;21450;27850;35790;0,51;16860;20350;23140;25730;30480;33590;38320;46290;2,7;3,4;0,244;76,9;68,5;2,9;5,5;29,2;10,4;2,5;1,2;0,9;0,4;-19,0;0
442150106;s;21280;27030;34890;0,50;17290;20400;22260;24950;30130;33190;36920;46060;2,7;3,4;0,250;78,8;70,3;3,4;5,1;26,8;11,3;2,4;1,3;0,8;0,3;-19,3;0
442150107;s;22320;27670;35030;0,46;18020;20930;23280;25420;30190;33320;37350;44240;2,5;3,6;0,265;83,6;75,7;2,9;5,0;19,7;13,2;2,4;1,4;0,7;0,3;-18,9;0
442150108;s;22150;28950;37360;0,53;17370;20750;23790;26530;31810;35210;39550;51300;3,0;3,6;0,260;84,4;75,0;2,8;6,6;22,7;10,9;2,7;1,3;0,9;0,5;-20,7;0
442170101;s;22850;27760;34410;0,42;18470;21920;23700;25940;29910;32500;37320;43400;2,4;2,8;0,207;88,8;81,7;2,2;4,9;18,3;8,1;2,9;1,5;1,0;0,4;-18,1;1
442170102;s;21370;27220;33740;0,45;17490;20460;22530;24760;29420;31940;35500;42450;2,4;3,2;0,239;84,3;77,7;3,0;3,6;21,5;9,6;2,6;1,6;0,7;0,3;-18,0;1
450040101;19,1;14530;19190;25360;0,56;10900;13560;15560;17270;21330;24070;27080;31780;2,9;3,4;0,244;64,6;58,3;3,6;2,7;31,7;5,9;10,6;3,7;4,6;2,3;-12,8;0
450040102;13,2;17920;23710;30390;0,53;12530;16360;19110;21050;25810;28840;32780;42370;3,4;4,8;0,316;62,5;53,5;1,9;7,1;37,4;14,4;4,0;1,7;1,6;0,7;-18,3;0
450040103;11,6;17460;22280;28450;0,49;12860;16010;18470;20300;24310;26950;29970;36380;2,8;3,6;0,251;68,4;62,1;2,9;3,4;31,8;8,8;5,9;2,6;2,3;1,0;-14,9;0
450040201;9,0;18700;23790;30080;0,48;14020;17280;19930;21890;26020;28560;32500;39440;2,8;3,8;0,267;65,7;57,5;2,0;6,2;37,6;9,4;4,4;2,1;1,6;0,7;-17,1;0
450040202;12,9;16490;21910;27610;0,51;12440;15280;17860;19870;23560;26130;29650;36210;2,9;3,6;0,253;64,2;58,0;2,5;3,7;37,2;8,3;6,1;2,3;2,8;1,0;-15,8;0
