IRIS;DISP_TP6020;DISP_Q120;DISP_MED20;DISP_Q320;DISP_EQ20;DISP_D120;DISP_D220;DISP_D320;DISP_D420;DISP_D620;DISP_D720;DISP_D820;DISP_D920;DISP_RD20;DISP_S80S2020;DISP_GI20;DISP_PACT20;DISP_PTSA20;DISP_PCHO20;DISP_PBEN20;DISP_PPEN20;DISP_PPAT20;DISP_PPSOC20;DISP_PPFAM20;DISP_PPMINI20;DISP_PPLOGT20;DISP_PIMPOT20;DISP_NOTE20
920720110;s;31020;45600;68170;0,81;20110;27500;34260;39910;52940;61330;74940;105460;5,2;8,4;0,425;104,6;94,9;1,8;7,9;17,2;18,5;0,8;0,4;0,3;0,1;-41,1;0
920730101;7,7;22920;33200;46380;0,71;14660;20770;25420;29290;37790;43130;50370;63900;4,4;5,2;0,310;104,3;96,5;3,4;4,4;11,9;8,6;2,5;1,0;1,0;0,5;-27,3;0
920730102;8,5;23030;34100;47610;0,72;14480;20790;25490;29830;38950;44920;52030;63590;4,4;5,3;0,309;105,5;98,4;3,5;3,6;13,1;7,6;1,9;0,7;0,8;0,4;-28,1;0
920730103;6,9;24980;35810;53010;0,78;16430;22720;27220;30830;41160;47750;59540;74790;4,6;5,7;0,335;103,1;94,0;2,9;6,2;12,9;12,9;1,7;0,7;0,6;0,4;-30,6;0
920730104;s;23570;35220;48640;0,71;14870;21350;25890;30300;39790;45610;52860;67680;4,6;5,7;0,333;91,2;83,8;2,7;4,7;20,5;13,8;1,9;0,8;0,7;0,4;-27,4;0
920730105;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920730106;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920730108;10,3;17030;25710;39290;0,87;13410;15710;18800;22030;29930;35470;43840;57880;4,3;6,1;0,373;91,2;83,5;3,5;4,2;16,7;13,6;4,0;1,6;1,6;0,8;-25,5;0
920730109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920730110;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920730111;13,9;18410;29350;46280;0,95;11800;15810;20710;24830;34680;42660;49880;65070;5,5;6,9;0,374;95,9;89,5;3,3;3,1;17,8;11,7;3,6;1,2;1,7;0,7;-29,0;0
920730112;8,9;21090;32170;47040;0,81;14320;18920;23080;27380;36960;43700;51730;68040;4,8;5,9;0,341;100,4;93,4;2,8;4,2;15,6;9,6;2,5;0,8;1,2;0,5;-28,1;0
920730113;9,0;19470;30420;45930;0,87;13960;17960;21470;25340;35820;41720;49170;66280;4,7;5,6;0,336;105,5;97,2;3,5;4,8;12,1;6,8;3,0;1,1;1,3;0,6;-27,4;0
920730114;7,3;25680;37200;49490;0,64;15180;22640;27750;32480;41470;46600;53790;67780;4,5;5,3;0,308;104,6;97,6;2,9;4,1;13,2;9,7;1,5;0,6;0,6;0,3;-29,0;0
920730115;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920730116;7,1;23420;33170;44720;0,64;15510;21180;25550;29740;36930;41630;48210;59640;3,8;4,8;0,291;108,2;101,1;3,7;3,4;9,0;7,2;2,2;0,8;0,9;0,5;-26,6;0
920750101;s;20330;30600;43560;0,76;13780;18020;22340;25630;34910;41250;46240;59290;4,3;5,3;0,320;87,0;81,0;3,0;3,0;24,5;10,7;2,6;1,0;1,1;0,5;-24,8;0
920750102;s;18440;24820;33590;0,61;12930;16630;19780;22300;27360;30880;35870;44080;3,4;4,2;0,279;92,5;86,9;3,3;2,3;16,2;7,7;4,2;1,6;1,8;0,8;-20,6;0
920750103;s;26540;35250;46270;0,56;18700;24410;28700;32340;39300;44070;50350;61270;3,3;4,1;0,273;98,9;91,4;2,8;4,7;16,6;10,2;1,6;0,6;0,7;0,3;-27,3;0
920750104;9,7;21220;30120;40140;0,63;13840;19090;23400;27000;33410;37370;43120;52210;3,8;4,4;0,278;92,6;86,1;3,3;3,2;20,3;8,0;2,6;1,0;1,0;0,6;-23,5;0
920750105;s;22970;33220;45050;0,66;15640;20770;25340;29230;37860;42920;48440;61600;3,9;4,7;0,291;94,7;86,6;2,8;5,3;19,6;9,9;2,2;0,6;0,9;0,7;-26,4;0
920750106;8,2;22300;30290;40830;0,61;14600;19870;24100;27080;34070;38580;43670;54970;3,8;4,5;0,286;87,0;79,0;2,9;5,1;24,5;9,1;2,3;0,6;1,2;0,5;-22,9;0
920750107;8,8;22920;32350;44600;0,67;14360;20500;24950;29180;36180;41440;49950;66470;4,6;8,3;0,432;76,0;70,2;1,8;4,0;20,6;27,6;1,8;0,6;0,8;0,4;-26,0;0
920750108;s;21460;29580;40050;0,63;14430;19490;23150;27080;32970;36910;43770;53530;3,7;4,4;0,279;88,5;81,2;2,8;4,5;23,2;9,5;2,2;0,8;0,9;0,5;-23,4;0
920750109;14,2;16490;24220;35180;0,77;11310;15030;17820;20930;28090;32500;37980;47010;4,2;4,9;0,301;82,9;76,1;3,3;3,5;25,8;6,5;5,0;1,8;2,2;1,0;-20,2;0
920750110;s;21220;30910;42650;0,69;14160;18910;22620;26390;35210;39460;45940;56350;4,0;4,8;0,291;83,3;78,1;3,0;2,2;29,6;9,2;2,8;1,1;1,1;0,6;-24,9;0
920750111;13,7;16680;24000;32890;0,68;12090;15490;18230;21040;27030;30730;35540;44780;3,7;4,6;0,292;84,2;79,0;2,9;2,3;23,8;6,2;5,5;1,7;2,4;1,4;-19,7;0
920760101;s;33960;51590;79180;0,88;21270;29250;36600;45160;60230;70860;88040;116520;5,5;8,7;0,436;86,4;75,3;1,8;9,3;18,0;31,9;0,6;0,3;0,2;0,1;-36,9;1
920760102;s;29010;40640;62890;0,83;19070;26180;31510;35930;47020;55720;71530;92370;4,8;10,4;0,495;90,2;81,6;2,3;6,3;20,1;25,5;0,7;0,3;0,3;0,1;-36,5;1
920760103;s;23730;37680;55680;0,85;16050;21660;26630;32120;43160;51380;62140;82110;5,1;6,9;0,378;91,9;83,6;2,4;5,9;19,7;17,3;1,7;0,7;0,7;0,3;-30,6;1
920760104;s;24260;35350;50400;0,74;15540;22220;26550;31070;40840;46090;56180;73030;4,7;5,8;0,335;85,1;77,2;2,9;5,0;28,0;13,9;1,6;0,6;0,7;0,3;-28,6;1
920770101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
920770102;s;24020;35940;50120;0,73;16140;21290;26590;31250;41180;46670;54210;68840;4,3;5,6;0,331;88,0;80,0;3,0;5,0;23,4;14,9;1,5;0,7;0,6;0,2;-27,8;0
920770103;s;23390;32170;43960;0,64;16480;21530;25140;28280;36150;40340;46850;55230;3,4;4,1;0,271;96,1;87,8;3,2;5,1;17,5;9,1;2,3;1,3;0,7;0,3;-25,0;0
920770104;s;29970;42710;62180;0,75;19100;27650;31980;37250;49060;56940;69270;87170;4,6;6,3;0,369;87,7;81,1;2,4;4,2;22,9;22,4;1,2;0,5;0,5;0,2;-34,2;0
920770105;s;22190;36790;54430;0,88;14300;19310;25920;32170;42960;50720;61230;82680;5,8;7,4;0,371;77,2;69,3;3,3;4,6;35,9;16,9;1,8;0,6;0,8;0,4;-31,8;0
920770106;s;27000;38810;54500;0,71;15890;24230;29450;34950;44260;50720;60380;80900;5,1;6,7;0,364;85,4;73,5;3,2;8,7;29,1;17,4;1,3;0,5;0,5;0,3;-33,2;0
920780101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;5
920780102;18,0;15420;20070;25930;0,52;11180;14080;16190;18410;22140;24570;27450;31010;2,8;3,3;0,227;78,3;73,2;3,8;1,3;21,5;2,9;10,0;3,5;4,4;2,1;-12,7;0
920780103;15,1;16870;23290;32150;0,66;11740;15010;18390;20950;26470;30220;34840;41970;3,6;4,5;0,290;91,1;83,7;4,3;3,1;16,9;6,1;5,7;2,4;2,2;1,1;-19,8;0
920780104;29,0;12670;17370;22840;0,59;9280;11780;13780;15250;19380;21200;24210;28510;3,1;3,6;0,250;75,6;68,7;5,4;1,5;17,8;4,3;13,7;5,2;5,8;2,7;-11,4;0
920780105;35,6;12150;15680;20360;0,52;9630;11520;12810;14000;17170;19090;21410;24680;2,6;2,9;0,210;71,8;65,1;6,3;0,4;17,4;1,5;18,7;6,8;8,2;3,7;-9,4;0
920780106;26,2;13210;17440;22960;0,56;10010;12450;13910;15610;19290;21480;24390;29080;2,9;3,5;0,243;83,1;75,0;4,9;3,2;12,5;2,2;14,0;4,7;6,4;2,9;-11,8;0
920780107;26,6;13130;18540;24320;0,60;10140;12270;14050;16250;20580;23280;26470;32850;3,2;3,9;0,270;75,3;68,4;4,6;2,3;23,3;4,2;10,9;4,5;4,6;1,8;-13,7;0
920780108;23,7;13730;17640;21760;0,46;10670;12500;14530;16000;19160;20710;22950;28110;2,6;3,1;0,219;77,9;71,6;5,3;1,0;15,7;2,3;14,7;5,9;5,8;3,0;-10,6;0
920780109;22,2;14220;18170;24100;0,54;10600;12770;14980;16210;19900;22980;26140;31700;3,0;3,5;0,250;72,5;67,4;4,3;0,8;25,9;3,1;11,6;4,6;5,0;2,0;-13,1;0
920780110;25,8;13190;19050;25770;0,66;9280;11840;14620;16880;20970;23510;27750;32300;3,5;4,2;0,272;76,3;69,3;4,9;2,1;23,5;4,0;9,7;4,1;3,4;2,2;-13,5;0
930010101;41,8;10740;15170;20570;0,65;7780;9830;11610;13150;16920;19000;22250;27050;3,5;4,2;0,271;70,0;64,3;4,2;1,5;19,2;2,8;19,0;5,7;9,4;3,9;-11,0;0
930010201;41,9;10690;14780;21570;0,74;7200;9660;11310;13270;16980;19900;23910;29860;4,1;5,2;0,312;70,5;63,9;4,7;1,9;20,6;5,4;16,1;3,3;8,9;3,9;-12,6;0
930010202;37,7;11060;16140;23320;0,76;7130;9810;11980;13810;18390;21480;25370;32370;4,5;5,8;0,321;73,2;66,1;5,0;2,1;21,6;7,1;12,2;3,1;6,3;2,8;-14,1;0
930010301;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
930010302;46,2;10690;14090;18820;0,58;7700;9930;11410;12790;15690;17660;20050;23700;3,1;3,7;0,247;69,3;62,3;5,8;1,2;15,4;2,1;22,2;6,5;10,7;5,0;-9,0;0
930010303;38,8;11230;15050;20290;0,60;8120;10320;11980;13680;16900;18920;22320;27940;3,4;4,2;0,276;73,7;65,8;5,3;2,6;15,8;2,8;19,4;6,3;9,0;4,1;-11,7;0
930010304;48,2;10370;13840;18460;0,58;8350;9910;11180;12730;15020;17270;19520;23240;2,8;3,6;0,250;67,0;59,5;5,6;1,9;15,0;3,3;24,2;7,8;10,9;5,5;-9,5;0
930010401;39,1;11170;14930;20300;0,61;8680;10390;12030;13540;16510;18700;21740;25500;2,9;3,3;0,234;69,5;63,2;5,6;0,7;16,6;1,7;21,2;6,8;9,7;4,7;-9,0;0
930010402;37,1;11340;15300;20610;0,61;8320;10290;12370;14140;17010;19390;22320;25910;3,1;3,7;0,247;68,5;62,3;5,8;0,4;19,2;2,3;19,6;5,2;9,7;4,7;-9,6;0
930010501;39,7;11210;14680;20130;0,61;7370;10630;11880;13590;16590;18950;21670;26810;3,6;3,9;0,267;71,8;63,7;6,2;1,9;17,1;3,3;18,2;5,2;7,8;5,2;-10,4;0
930010502;37,6;11000;15630;21660;0,68;7620;10010;12110;13740;17780;19970;23530;28920;3,8;4,5;0,285;82,0;73,6;5,7;2,7;12,2;3,2;15,1;4,6;6,8;3,7;-12,5;0
930010503;42,0;10650;15090;21550;0,72;6710;9790;11720;13170;17210;19970;23690;28900;4,3;5,2;0,301;84,4;76,2;6,1;2,1;9,9;2,6;15,6;4,6;6,7;4,3;-12,5;0
930010601;38,8;11170;15080;20850;0,64;7670;10400;12030;13600;16770;19480;22680;28260;3,7;4,4;0,278;79,8;72,9;5,8;1,1;13,8;3,3;15,1;4,7;6,4;4,0;-12,0;0
930010602;47,7;10080;13990;18890;0,63;5960;8860;10880;12120;15350;17690;20400;25970;4,4;5,7;0,313;82,8;75,8;5,3;1,7;9,9;5,0;15,2;4,4;7,1;3,7;-12,9;0
930010603;45,1;10150;14320;20900;0,75;6120;9090;11160;12770;16290;19490;22550;29620;4,8;5,9;0,324;89,1;79,3;6,8;3,0;7,4;4,0;13,2;3,4;6,0;3,8;-13,7;0
930010701;40,0;10620;15630;21950;0,72;7050;9560;11520;13410;17950;20580;23730;28820;4,1;5,0;0,297;75,1;66,9;5,3;2,9;21,4;3,2;12,8;3,2;6,7;2,9;-12,5;0
930010801;42,7;10310;14560;19860;0,66;7130;9580;11060;12880;16170;18400;21740;27200;3,8;4,6;0,288;73,5;67,1;5,5;0,9;17,1;2,7;17,8;4,1;9,4;4,3;-11,1;0
930010802;45,0;9980;14310;18830;0,62;6670;9130;10760;12740;15800;17720;20610;25150;3,8;4,5;0,277;73,1;65,3;5,2;2,6;16,0;3,6;17,4;4,0;9,2;4,2;-10,1;0
930010901;33,6;11300;16550;23150;0,72;8350;10200;12490;14620;18980;21450;25470;31520;3,8;4,7;0,297;82,5;74,5;5,0;3,0;14,9;3,4;13,2;4,0;6,0;3,2;-14,0;0
930010902;44,6;10510;14160;20890;0,73;7260;9760;11190;12830;16460;19070;22450;28650;3,9;5,0;0,308;79,7;69,4;5,5;4,8;12,8;4,3;16,3;4,8;7,6;3,9;-13,1;0
930010903;38,6;11110;15770;22570;0,73;6880;9730;12100;13710;18090;20840;25660;32040;4,7;6,0;0,327;78,0;67,9;5,8;4,3;17,8;5,5;13,4;3,3;6,5;3,6;-14,7;0
930011001;45,4;10190;13940;18890;0,62;7100;9460;10870;12410;15710;17870;20750;25510;3,6;4,2;0,277;71,8;64,9;5,8;1,1;16,1;2,6;19,9;6,2;8,9;4,8;-10,4;0
930011002;31,3;11910;16590;22490;0,64;8520;10930;13080;14740;18450;20590;24020;28560;3,4;3,9;0,255;68,7;63,4;4,9;0,4;24,1;3,4;15,2;4,2;6,9;4,1;-11,4;0
930011101;37,6;11220;15180;20570;0,62;7920;10360;12180;13850;17250;19550;22400;27500;3,5;4,5;0,285;84,6;76,0;5,0;3,6;7,5;3,0;17,0;5,8;6,9;4,3;-12,1;0
930011102;44,3;10370;14360;20250;0,69;7200;9580;11460;12880;16280;18540;22310;28390;3,9;4,9;0,295;83,0;75,0;5,5;2,5;8,4;2,9;17,7;5,6;7,4;4,7;-12,0;0
930011201;34,6;11230;16600;24130;0,78;8370;10560;12490;14560;19310;22480;26280;32010;3,8;4,8;0,297;83,9;76,0;5,3;2,6;14,4;3,5;12,2;3,6;5,4;3,2;-14,0;0
930011202;54,5;8100;12570;18810;0,85;4000;6780;9140;10430;14620;16810;20990;26090;6,5;7,5;0,354;87,6;80,7;4,4;2,5;4,5;2,3;17,6;4,7;5,7;7,2;-12,0;0
930011203;39,2;11300;16220;24680;0,82;6340;10410;12270;13690;18860;21830;28030;36260;5,7;7,4;0,383;97,4;89,2;3,9;4,3;5,8;4,1;10,7;2,9;4,5;3,3;-18,0;0
930050101;31,3;12430;16380;22480;0,61;9700;11770;13050;14890;18770;21540;23860;27470;2,8;3,3;0,239;69,0;63,7;4,7;0,6;21,1;2,5;18,0;6,6;7,9;3,5;-10,6;0
930050102;16,6;15890;21650;29160;0,61;10900;14580;17080;18910;24640;27480;31090;36680;3,4;3,9;0,259;78,5;71,6;3,4;3,5;23,3;6,7;6,9;3,3;2,6;1,0;-15,4;0
930050103;13,5;16820;24880;32290;0,62;11480;15270;18280;22160;27450;30420;34440;41620;3,6;4,3;0,273;78,5;72,9;3,0;2,6;28,7;7,1;4,4;2,1;1,6;0,7;-18,7;0
930050201;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
930050202;38,2;11430;15010;19140;0,51;8810;10720;12090;13640;16550;18290;20360;23140;2,6;2,9;0,209;67,9;59,9;7,5;0,5;13,8;1,2;25,1;8,9;11,2;5,0;-8,0;0
930050203;23,5;13660;18220;23240;0,53;10270;12970;14530;16600;20270;22320;24620;29250;2,8;3,2;0,224;71,7;65,4;4,8;1,5;22,1;3,3;14,3;5,3;6,3;2,7;-11,4;0
930050204;38,6;11930;14910;19030;0,48;9300;11170;12400;13660;16370;18160;20310;23880;2,6;2,9;0,208;64,1;57,0;6,4;0,7;16,7;1,1;25,6;8,2;11,4;6,0;-7,5;0
930050206;37,0;11900;15250;19850;0,52;9100;11150;12490;13810;16810;18670;21070;24570;2,7;3,1;0,220;64,7;57,6;6,4;0,7;19,2;2,1;22,4;8,1;9,7;4,6;-8,4;0
930050207;47,3;9010;14060;20280;0,80;5080;7920;10250;12420;16040;18850;21180;25270;5,0;5,7;0,303;69,1;62,2;5,9;1,0;22,3;2,2;16,2;4,6;7,6;4,0;-9,8;0
930050208;39,8;11780;15250;19080;0,48;9990;11240;12320;13440;16350;18010;20190;23920;2,4;2,7;0,201;73,0;s;s;s;10,6;1,1;23,7;8,8;9,5;5,4;-8,4;0
930050209;32,6;12130;16580;21220;0,55;9430;11560;12890;14560;17980;19820;22130;25720;2,7;3,0;0,218;69,5;63,5;5,2;0,8;17,5;1,7;20,5;7,6;8,5;4,4;-9,2;0
930050301;19,5;15210;21180;29060;0,65;10680;13500;16190;18710;24320;27400;31160;38540;3,6;4,6;0,297;77,5;69,1;2,6;5,8;25,1;8,4;6,7;2,9;2,6;1,2;-17,7;0
930050302;17,7;16900;25580;32860;0,62;10270;14380;18840;22060;28200;31120;35170;43910;4,3;5,6;0,308;78,1;71,9;3,7;2,5;26,3;10,7;4,4;1,9;1,6;0,9;-19,5;0
930050303;17,5;16120;22500;31080;0,66;10700;14480;17580;20170;25780;29480;33030;39770;3,7;5,1;0,308;83,2;69,8;2,8;10,6;23,1;9,0;5,4;2,5;1,9;1,0;-20,7;0
930050304;20,2;14880;23130;31030;0,70;10600;13380;16320;20080;26690;29390;33260;42340;4,0;4,6;0,287;79,1;72,1;2,7;4,3;24,8;7,9;6,0;2,6;2,7;0,7;-17,8;0
930050401;17,4;16010;23270;31130;0,65;10450;14420;17460;20430;26080;29070;33430;40980;3,9;4,8;0,289;79,2;72,1;3,7;3,4;26,2;7,7;5,6;1,7;2,5;1,4;-18,7;0
930050402;11,7;19290;26240;34400;0,58;12880;17240;20370;23910;28980;32240;37160;47270;3,7;4,3;0,276;82,7;73,9;3,1;5,7;24,7;8,7;3,8;1,6;1,5;0,7;-19,9;0
930050403;16,0;16620;24470;32810;0,66;11000;15250;18330;21460;26750;30910;34750;42770;3,9;4,9;0,300;82,9;75,6;3,1;4,2;23,3;8,9;4,6;2,1;1,8;0,7;-19,7;0
930050501;22,5;14120;19760;28390;0,72;10030;12940;15180;17340;22380;26120;30240;38390;3,8;4,7;0,298;83,5;75,0;4,2;4,3;18,6;5,2;9,6;3,8;3,9;1,9;-16,9;0
930050502;15,7;16660;23310;30760;0,61;11410;15030;18060;20710;26270;29210;32960;40270;3,5;4,2;0,270;78,5;73,9;2,6;2,0;26,4;6,9;5,7;2,3;2,5;0,9;-17,5;0
930050503;12,1;17900;23580;30370;0,53;11650;16550;19550;21590;26410;28990;33340;39780;3,4;4,2;0,273;76,6;69,6;2,7;4,3;26,6;11,0;4,5;2,2;1,6;0,7;-18,7;0
930050601;28,1;13090;18700;25070;0,64;9710;12110;13800;16510;20980;23530;27030;32570;3,4;4,2;0,276;74,5;68,1;3,6;2,8;24,1;5,1;10,3;4,4;4,2;1,7;-14,0;0
930050602;21,2;14410;21310;28070;0,64;10180;13120;15730;18780;23380;25990;29910;35310;3,5;4,0;0,264;76,9;71,0;3,4;2,5;24,1;5,5;8,1;3,8;3,1;1,2;-14,6;0
930050603;19,3;14810;20370;27310;0,61;10830;13560;16010;17910;22730;25680;29220;34670;3,2;4,0;0,267;80,7;72,9;3,9;3,9;19,9;5,7;8,3;3,3;3,6;1,4;-14,6;0
930050604;23,7;13680;18700;24440;0,58;9620;12740;14330;16520;20750;22720;25950;30630;3,2;3,7;0,252;72,0;65,9;3,6;2,5;24,5;4,8;10,8;4,0;4,9;1,9;-12,1;0
930050701;s;12780;16710;23290;0,63;9780;12090;13510;15200;19000;21840;24170;28240;2,9;3,4;0,242;71,4;65,0;3,8;2,6;21,5;3,0;14,8;6,5;6,1;2,2;-10,7;0
930050702;31,2;12490;15700;20700;0,52;9990;11680;13220;14650;17470;19780;22060;26030;2,6;3,2;0,225;71,3;65,4;4,3;1,6;17,0;2,1;19,3;8,3;7,4;3,6;-9,7;0
930050703;54,8;8690;12680;17300;0,68;4780;7910;9740;11270;14110;16090;18590;21820;4,6;5,1;0,285;70,9;s;s;s;13,4;1,3;22,7;7,7;10,0;5,0;-8,3;0
930050801;39,3;11220;14990;20750;0,64;7890;10450;11890;13620;16880;19490;22770;26770;3,4;4,0;0,264;74,1;67,4;5,0;1,7;14,3;3,3;18,5;7,5;7,4;3,6;-10,2;0
930050802;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;nd;so
930050803;40,0;11270;14890;19170;0,53;8650;10590;12020;13430;16500;18080;20430;24140;2,8;3,3;0,231;72,3;66,2;5,2;0,9;12,8;1,7;22,1;8,7;8,3;5,1;-8,9;0
930050804;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
930050805;45,8;9750;14600;20150;0,71;6400;8990;10620;12250;16290;18720;21470;25990;4,1;4,8;0,289;68,2;62,4;5,1;0,7;20,5;2,1;18,7;4,5;10,3;3,9;-9,5;0
930050901;13,0;17940;23980;31740;0,58;12410;16310;18720;21890;26790;29510;33580;41820;3,4;4,2;0,262;81,4;75,1;3,3;3,0;23,6;8,0;4,7;2,0;1,8;0,9;-17,7;0
930050902;18,1;15390;21870;29430;0,64;10740;13920;16450;18920;24620;27680;31520;39250;3,7;4,4;0,285;82,4;75,8;3,3;3,3;21,9;7,7;5,8;2,3;2,2;1,3;-17,8;0
930050903;18,4;15230;23520;31830;0,71;10930;13880;16740;20380;26690;29920;34070;40960;3,7;4,5;0,281;78,5;73,5;2,8;2,2;26,1;7,5;5,3;2,2;2,0;1,1;-17,4;0
930060101;21,7;14060;20250;28280;0,70;10070;13140;14990;17480;22860;26110;30930;36190;3,6;4,4;0,285;89,8;81,0;5,9;2,9;13,1;4,4;8,9;3,2;3,9;1,8;-16,2;0
930060102;30,0;12400;17010;24070;0,69;8700;11280;13440;15110;19750;22500;27110;32330;3,7;4,5;0,293;81,5;73,1;5,7;2,7;15,9;4,1;13,6;4,0;6,1;3,5;-15,1;0
930060103;41,0;10850;14790;19740;0,60;7520;9890;11950;13230;16470;18630;21280;26320;3,5;4,0;0,264;62,8;56,1;5,9;0,8;26,4;2,3;18,7;3,6;10,3;4,8;-10,2;0
930060104;40,8;10580;15060;20730;0,67;7250;9860;11230;13290;16890;18940;23150;27970;3,9;4,6;0,288;77,6;69,2;4,9;3,5;18,2;4,3;13,1;4,4;6,3;2,4;-13,2;0
930060105;21,8;14470;22350;31210;0,75;10090;12970;16070;19130;25860;29320;34300;41990;4,2;5,5;0,318;86,7;75,2;6,5;5,0;19,2;7,8;5,3;1,6;2,6;1,1;-19,0;0
930060106;16,7;16080;24570;33480;0,71;10560;14080;18250;20880;27720;30960;35470;44680;4,2;5,6;0,325;94,5;80,9;6,6;7,0;14,3;6,8;4,7;1,2;2,4;1,1;-20,3;0
930060107;17,9;15340;23230;31910;0,71;10500;13760;17270;20310;26890;29930;34330;43020;4,1;5,2;0,309;91,9;78,5;5,3;8,1;16,6;6,5;5,0;1,9;2,2;0,9;-20,0;0
930060108;21,4;14410;21180;30110;0,74;9720;13190;15520;18180;24680;28280;32420;40300;4,1;5,1;0,310;91,9;82,1;5,6;4,2;14,6;5,2;6,8;2,0;3,0;1,8;-18,5;0
930060109;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
930060110;24,3;13670;21520;31860;0,85;8690;11870;14920;18360;26050;29340;33490;42120;4,8;5,8;0,323;91,5;79,4;7,6;4,5;13,3;6,4;7,2;1,7;3,9;1,6;-18,4;0
930060111;17,1;15830;23070;32570;0,73;10300;14340;17270;19860;26500;30050;34800;42930;4,2;5,2;0,307;96,0;82,4;7,9;5,7;10,6;7,0;5,1;1,5;2,4;1,2;-18,7;0
930060112;32,3;12320;16430;21660;0,57;9220;11310;13150;14680;18220;20280;22830;27760;3,0;3,4;0,238;66,7;60,7;4,6;1,4;23,5;2,5;17,7;5,6;8,5;3,6;-10,4;0
930060113;s;11530;14710;19220;0,52;9230;10780;12370;13610;16380;18310;20520;23970;2,6;3,0;0,216;63,6;58,0;5,2;0,4;20,9;1,5;22,3;5,8;11,8;4,7;-8,3;0
930060114;32,6;12310;16540;21570;0,56;9230;11490;13020;14630;18440;20320;23030;27130;2,9;3,3;0,235;72,7;66,4;5,2;1,1;16,5;2,7;18,8;6,1;8,8;3,9;-10,7;0
930060115;33,4;12160;15690;21550;0,60;8930;11040;13090;14290;17790;20210;23490;28990;3,2;3,7;0,262;74,7;67,1;5,4;2,2;17,1;2,9;17,3;6,3;7,4;3,6;-12,0;0
930060116;27,8;12790;18090;25240;0,69;8740;11330;14000;15630;20830;23450;27600;33490;3,8;4,7;0,297;84,5;72,8;5,8;5,9;15,6;4,1;11,6;3,7;5,7;2,2;-15,8;0
930070101;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
930070102;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so
930070103;44,2;10290;14710;20450;0,69;7150;9380;11160;12870;16610;19180;21750;25190;3,5;4,3;0,271;71,5;65,6;5,3;0,6;19,8;2,8;15,8;5,2;7,5;3,1;-9,9;0
930070104;40,4;11480;14710;19970;0,58;8640;10600;12090;13350;16490;18680;21180;25120;2,9;3,6;0,249;74,4;67,5;5,3;1,6;13,8;3,5;18,4;6,5;8,0;3,9;-10,1;0
930070105;28,9;12480;18170;24140;0,64;8450;11210;13810;15850;20480;22910;25870;31400;3,7;4,6;0,280;73,8;67,3;3,7;2,8;23,9;6,2;10,1;3,9;4,2;2,0;-14,0;0
930070106;39,3;11220;15620;21490;0,66;8460;10320;12220;13540;17700;19970;22740;27210;3,2;3,8;0,259;70,1;65,1;4,6;0,4;19,0;3,4;17,9;6,5;7,7;3,7;-10,4;0
930070107;45,0;11340;14100;18460;0,51;8330;10410;11890;12830;15730;17420;19820;23910;2,9;3,2;0,226;72,7;65,9;6,3;0,5;11,4;1,3;23,2;8,6;9,6;5,0;-8,6;0
